ind.name,reads,vcfname,loci,box.and.sample.number,unique.identifier,TortoiseNumber,Location,Site,most.recent.capture,oldest.capture,age.according.to.recaps,oldest.estimate.capture,true.age,true.age.days,birthday,lat,long,Site.fixed,dummypop,Site.fixed.simplified,notes
GOPH289,1904338,GOPH289001,12161,4.35_368,Conecuh_5_368,368,Conecuh,5,6/12/20,6/12/20,0,>18,18,6570,6/17/02,31.09088,-86.67347,5,dummy,5,
GOPH290,2136748,GOPH290001,18005,4.36_361,Conecuh_5_361,361,Conecuh,5,6/11/20,6/8/20,0.008213552,4,4,1460,6/12/16,31.08789,-86.67466,5,dummy,5,
GOPH291,2238573,GOPH291001,18921,4.37_Hogfoot 1,Conecuh_FSR324_1,1,Conecuh,FSR324,7/13/20,NA,NA,very old,20,7300,7/13/00,31.16086,-86.56699,FSR324,dummy,Conecuh Unknown,
GOPH292,1940692,GOPH292001,13677,4.38_388,Conecuh_4_388,388,Conecuh,4,7/16/20,7/16/20,0,6,6,2190,7/18/14,31.03374,-86.68748,4,dummy,4,
GOPH293,1827118,GOPH293001,11358,4.39_321,Conecuh_6_321,321,Conecuh,6,7/23/20,8/13/18,1.943874059,Very old,20,7300,7/28/00,31.11935,-86.49355,6,dummy,6,
GOPH294,2101204,GOPH294001,14040,4.4_CR24-1,Conecuh_County Road 24_24.1,24.1,Conecuh,County Road 24,7/19/20,7/19/20,0,13,13,4745,7/23/07,31.1016,-86.4995,County Road 24,dummy,Conecuh Unknown,
GOPH295,2093350,GOPH295001,18179,4.41_355,Conecuh_5_355,355,Conecuh,5,6/4/20,8/24/19,0.780287474,18,18,6570,6/9/02,31.09052,-86.67262,5,dummy,5,
GOPH296,1792004,GOPH296001,9608,4.42_330,Conecuh_1_330,330,Conecuh,1,6/14/20,8/22/18,1.812457221,>19,19,6935,6/19/01,31.15845,-86.55804,1,dummy,1,
GOPH297,1944857,GOPH297001,11269,4.43_370,Conecuh_1_370,370,Conecuh,1,6/15/20,6/15/20,0,18,18,6570,6/20/02,31.15922,-86.55605,1,dummy,1,
GOPH298,2556778,GOPH298001,23749,4.44_R01,Rayonier__1,1,Rayonier,NA,5/9/15,5/9/15,0,>21,21,7665,5/14/94,31.13754,-86.21023,Rayonier,dummy,Rayonier,
GOPH299,2229431,GOPH299001,16194,4.45_R02,Rayonier__2,2,Rayonier,NA,5/9/15,5/9/15,0,14,14,5110,5/12/01,31.13857,-86.20731,Rayonier,dummy,Rayonier,
GOPH300,2218121,GOPH300001,19165,4.46_R03,Rayonier__3,3,Rayonier,NA,5/9/15,5/9/15,0,>19,19,6935,5/13/96,31.14863,-86.20891,Rayonier,dummy,Rayonier,
GOPH301,2033703,GOPH301001,14240,4.47_R04,Rayonier__4,4,Rayonier,NA,5/9/15,5/9/15,0,8,8,2920,5/11/07,31.14566,-86.22179,Rayonier,dummy,Rayonier,
GOPH302,2152882,GOPH302001,14396,4.48_R05,Rayonier__5,5,Rayonier,NA,9/9/15,5/10/15,0.334017796,old,20,7300,9/14/95,31.14827,-86.20924,Rayonier,dummy,Rayonier,
GOPH303,2116032,GOPH303001,15848,4.49_R06,Rayonier__6,6,Rayonier,NA,5/11/15,5/11/15,0,15,15,5475,5/14/00,31.13804,-86.20731,Rayonier,dummy,Rayonier,
GOPH304,1738919,GOPH304001,9641,4.5_P30,Perdido__31,31,Perdido,NA,5/7/15,5/7/15,0,>26,26,9490,5/13/89,30.70043,-87.51237,Perdido,dummy,Perdido,
GOPH305,1286408,GOPH305001,2432,4.51_P14,Perdido__14,14,Perdido,NA,5/2/15,5/2/15,0,15,15,5475,5/5/00,30.69188,-87.47011,Perdido,dummy,Perdido,
GOPH306,1566925,GOPH306001,6893,4.52_P15,Perdido__15,15,Perdido,NA,5/2/15,5/2/15,0,15/16,15,5475,5/5/00,30.68753,-87.47874,Perdido,dummy,Perdido,
GOPH307,1412328,GOPH307001,3606,4.53_P19,Perdido__19,19,Perdido,NA,5/3/15,5/3/15,0,old,20,7300,5/8/95,30.64259,-87.43798,Perdido,dummy,Perdido,
GOPH308,1659069,GOPH308001,5760,4.54_P25,Perdido__25,25,Perdido,NA,5/5/15,5/5/15,0,old,20,7300,5/10/95,30.63778,-87.42449,Perdido,dummy,Perdido,
GOPH309,1509852,GOPH309001,5184,4.55_P21,Perdido__21,21,Perdido,NA,5/4/15,5/4/15,0,17,17,6205,5/8/98,30.64254,-87.43749,Perdido,dummy,Perdido,
GOPH310,1712492,GOPH310001,5760,4.56_P29,Perdido__29,29,Perdido,NA,5/7/15,5/7/15,0,>18,18,6570,5/11/97,30.69172,-87.46956,Perdido,dummy,Perdido,
GOPH311,1452461,GOPH311001,4369,4.57_P18,Perdido__18,18,Perdido,NA,5/2/15,5/2/15,0,15,15,5475,5/5/00,30.63424,-87.42353,Perdido,dummy,Perdido,
GOPH312,1253171,GOPH312001,3060,4.58_P17,Perdido__17,17,Perdido,NA,5/2/15,5/2/15,0,20,20,7300,5/7/95,30.69129,-87.47045,Perdido,dummy,Perdido,
GOPH313,1508172,GOPH313001,4710,4.59_P27,Perdido__27,27,Perdido,NA,5/6/15,5/6/15,0,18,18,6570,5/10/97,30.69991,-87.51232,Perdido,dummy,Perdido,
GOPH315,2064974,GOPH315001,14389,4.61_P26,Perdido__26,26,Perdido,NA,5/6/15,5/6/15,0,16/17,16,5840,5/10/99,30.6923,-87.46931,Perdido,dummy,Perdido,
GOPH316,1976409,GOPH316001,12372,4.62_P28,Perdido__28,28,Perdido,NA,5/7/15,5/6/15,0.002737851,NA,0.002737851,1,5/6/15,30.70011,-87.51244,Perdido,dummy,Perdido,
GOPH317,1912064,GOPH317001,12780,4.63_P22,Perdido__22,22,Perdido,NA,5/5/15,5/5/15,0,19/20,19,6935,5/9/96,30.71503,-87.51712,Perdido,dummy,Perdido,
GOPH318,2237674,GOPH318001,15762,4.64_P16,Perdido__16,16,Perdido,NA,5/2/15,5/2/15,0,10,10,3650,5/4/05,30.70135,-87.51141,Perdido,dummy,Perdido,
GOPH319,2087388,GOPH319001,14862,4.65_P23,Perdido__23,23,Perdido,NA,5/5/15,5/5/15,0,14,14,5110,5/8/01,30.70132,-87.51139,Perdido,dummy,Perdido,
GOPH321,1781484,GOPH321001,11593,4.67_P24,Perdido__24,24,Perdido,NA,5/5/15,5/5/15,0,>28,28,10220,5/12/87,30.71444,-87.51731,Perdido,dummy,Perdido,
GOPH322,2283990,GOPH322001,20683,4.68_S11,Stimpson__11,11,Stimpson,NA,8/21/15,8/21/15,0,old,20,7300,8/26/95,31.37983,-87.8801,Stimpson,dummy,Stimpson,
GOPH323,2720212,GOPH323001,32905,4.69_S06,Stimpson__6,6,Stimpson,NA,8/20/15,8/20/15,0,old,20,7300,8/25/95,31.37719,-87.86951,Stimpson,dummy,Stimpson,
GOPH324,2737173,GOPH324001,30319,4.7_S01,Stimpson__1,1,Stimpson,NA,8/18/15,8/18/15,0,old,20,7300,8/23/95,31.38105,-87.86811,Stimpson,dummy,Stimpson,
GOPH325,2630211,GOPH325001,23818,4.71_S16,Stimpson__16,16,Stimpson,NA,8/22/15,8/22/15,0,old,20,7300,8/27/95,31.39304,-87.84959,Stimpson,dummy,Stimpson,
GOPH326,2938070,GOPH326001,37063,4.72_S24,Stimpson__24,24,Stimpson,NA,8/25/15,8/25/15,0,old,20,7300,8/30/95,31.37679,-87.87576,Stimpson,dummy,Stimpson,
GOPH327,3279053,GOPH327001,39098,4.73_S19,Stimpson__19,19,Stimpson,NA,8/22/15,8/22/15,0,old,20,7300,8/27/95,31.37723,-87.8696,Stimpson,dummy,Stimpson,
GOPH328,2230222,GOPH328001,21303,4.74_S18,Stimpson__18,18,Stimpson,NA,8/22/15,8/22/15,0,old,20,7300,8/27/95,31.37991,-87.87985,Stimpson,dummy,Stimpson,
GOPH329,1960657,GOPH329001,15747,4.75_S28,Stimpson__28,28,Stimpson,NA,8/27/15,8/27/15,0,old,20,7300,9/1/95,31.37704,-87.87603,Stimpson,dummy,Stimpson,
GOPH330,1234193,GOPH330001,1481,4.76_S05,Stimpson__5,5,Stimpson,NA,8/19/15,8/19/15,0,old,20,7300,8/24/95,31.37939,-87.87968,Stimpson,dummy,Stimpson,
GOPH331,1482505,GOPH331001,3819,4.77_S25,Stimpson__25,25,Stimpson,NA,8/25/15,8/25/15,0,old,20,7300,8/30/95,31.38056,-87.86634,Stimpson,dummy,Stimpson,
GOPH332,1526226,GOPH332001,4228,4.78_S12,Stimpson__12,12,Stimpson,NA,8/21/15,8/21/15,0,old,20,7300,8/26/95,31.38562,-87.86141,Stimpson,dummy,Stimpson,
GOPH333,1905657,GOPH333001,9623,4.79_S13,Stimpson__13,13,Stimpson,NA,8/21/15,8/21/15,0,old,20,7300,8/26/95,31.39304,-87.84959,Stimpson,dummy,Stimpson,
GOPH334,1225972,GOPH334001,2113,4.8_S17,Stimpson__17,17,Stimpson,NA,8/22/15,8/22/15,0,old,20,7300,8/27/95,31.39477,-87.84961,Stimpson,dummy,Stimpson,
GOPH335,1582624,GOPH335001,3338,4.81_S23,Stimpson__23,23,Stimpson,NA,8/24/15,8/24/15,0,old,20,7300,8/29/95,31.37712,-87.86918,Stimpson,dummy,Stimpson,
GOPH336,1436805,GOPH336001,4071,4.82_S22,Stimpson__22,22,Stimpson,NA,8/24/15,8/24/15,0,old,20,7300,8/29/95,31.3809,-87.86607,Stimpson,dummy,Stimpson,
GOPH337,1750909,GOPH337001,6650,4.83_S27,Stimpson__27,27,Stimpson,NA,8/27/15,8/27/15,0,old,20,7300,9/1/95,31.3793,-87.87887,Stimpson,dummy,Stimpson,
GOPH338,2546839,GOPH338001,27549,4.84_S14,Stimpson__14,14,Stimpson,NA,8/22/15,8/22/15,0,old,20,7300,8/27/95,31.38562,-87.86141,Stimpson,dummy,Stimpson,
GOPH339,2519475,GOPH339001,28207,4.85_S08,Stimpson__8,8,Stimpson,NA,8/20/15,8/20/15,0,old,20,7300,8/25/95,31.37931,-87.87891,Stimpson,dummy,Stimpson,
GOPH340,2941403,GOPH340001,34483,4.86_S03,Stimpson__3,3,Stimpson,NA,8/18/15,8/18/15,0,old,20,7300,8/23/95,31.38146,-87.87653,Stimpson,dummy,Stimpson,
GOPH341,3148546,GOPH341001,38494,4.87_S20,Stimpson__20,20,Stimpson,NA,8/23/15,8/23/15,0,old,20,7300,8/28/95,31.3812,-87.87648,Stimpson,dummy,Stimpson,
GOPH342,3322285,GOPH342001,46572,4.88_S21,Stimpson__21,21,Stimpson,NA,8/24/15,8/24/15,0,old,20,7300,8/29/95,31.38054,-87.86685,Stimpson,dummy,Stimpson,
GOPH343,4847503,GOPH343001,66729,4.89_S07,Stimpson__7,7,Stimpson,NA,8/20/15,8/20/15,0,1,1,365,8/20/14,31.38146,-87.87653,Stimpson,dummy,Stimpson,
GOPH344,2226575,GOPH344001,16534,4.9_S09,Stimpson__9,9,Stimpson,NA,8/20/15,8/20/15,0,old,20,7300,8/25/95,31.38087,-87.86835,Stimpson,dummy,Stimpson,
GOPH345,2186949,GOPH345001,17697,4.91_S02,Stimpson__2,2,Stimpson,NA,8/18/15,8/18/15,0,old,20,7300,8/23/95,31.3793,-87.87916,Stimpson,dummy,Stimpson,
GOPH346,1350013,GOPH346001,2688,4.92_S04,Stimpson__4,4,Stimpson,NA,8/19/15,8/19/15,0,old,20,7300,8/24/95,31.37764,-87.86945,Stimpson,dummy,Stimpson,
GOPH347,1468164,GOPH347001,4575,4.93_S15,Stimpson__15,15,Stimpson,NA,8/22/15,8/22/15,0,old,20,7300,8/27/95,31.38079,-87.86613,Stimpson,dummy,Stimpson,
GOPH348,1524797,GOPH348001,3778,4.94_S10,Stimpson__10,10,Stimpson,NA,8/21/15,8/21/15,0,20,20,7300,8/26/95,31.38117,-87.87614,Stimpson,dummy,Stimpson,
GOPH349,1539782,GOPH349001,2760,4.98_249,Conecuh_3_249,249,Conecuh,3,7/22/15,7/22/15,0,4,4,1460,7/23/11,31.03981,-86.64263,3,dummy,3,
GOPH350,2905020,GOPH350001,39972,1.08_337,Conecuh_4_337,337,Conecuh,4,5/27/19,5/27/19,0,6,6,2190,5/28/13,31.04004,-86.68658,4,dummy,4,
